음식점 이름,메뉴 이름,메뉴 가격,에너지,탄수화물,단백질,지방
유성토박이,제주갈치조림 (중),35000, , , , 
유성토박이,해물뚝배기,10000, , , , 
유성토박이,제주통갈치구이,45000, , , , 
유성토박이,묵은지고등어조림,25000, , , , 
유성토박이,고등어구이,20000, , , , 
온천면옥 유성온천점,석갈비(2인이상),15000, , , , 
온천면옥 유성온천점,만두,6000, , , , 
온천면옥 유성온천점,메밀막국수,9000, , , , 
온천면옥 유성온천점,메밀비빔막국수,10000, , , , 
온천면옥 유성온천점,코다리막국수,11000, , , , 
온천면옥 유성온천점,등뼈해장국,9000, , , , 
일호황소곱창,황소모듬,19000, , , , 
일호황소곱창,황소곱창,19000, , , , 
일호황소곱창,황소대창,18000, , , , 
일호황소곱창,황소막창,18000, , , , 
일호황소곱창,황소전골 2인분,32000, , , , 
일호황소곱창,한우보양탕,9900, , , , 
술멍,파스타 & 가라아게,22000, , , , 
술멍,해물짬뽕나베,19000, , , , 
술멍,돼지고기 김치전골,18000, , , , 
술멍,삼겹제육,18000, , , , 
술멍,순살 닭볶음탕,20000, , , , 
술멍,어묵탕,18000, , , , 
웅이네오돌뼈 유성점,오돌뼈,19000, , , , 
웅이네오돌뼈 유성점,김치오돌뼈,19000, , , , 
웅이네오돌뼈 유성점,갈비오돌뼈,19000, , , , 
웅이네오돌뼈 유성점,무뼈닭발,19000, , , , 
웅이네오돌뼈 유성점,뼈닭발,19000, , , , 
느와르라끄베르 대전점,위스키,4000, , , , 
느와르라끄베르 대전점,위스키,0, , , , 
느와르라끄베르 대전점,꼬냑,와인,샴페인,0, , , , 
느와르라끄베르 대전점,칵테일&하이볼,0, , , , 
느와르라끄베르 대전점,안주,0, , , , 
빽다방 대전유성센트럴점,앗메리카노(ICED),2000, , , , 
빽다방 대전유성센트럴점,빽's카페라떼(ICED),3000, , , , 
빽다방 대전유성센트럴점,블루캔디소다,4000, , , , 
빽다방 대전유성센트럴점,식혜(ICED),3000, , , , 
삼삼뼈해장국,삼삼뼈해장국,9000, , , , 
삼삼뼈해장국,삼삼뼈감자탕(2인),26000, , , , 
삼삼뼈해장국,삼삼뼈감자탕(3인),39000, , , , 
삼삼뼈해장국,삼삼뼈해장국(4인),52000, , , , 
퍼스트커피랩 대전유성점,에스프레소,4000, , , , 
퍼스트커피랩 대전유성점,아메리카노,4500, , , , 
퍼스트커피랩 대전유성점,아샷추,5000, , , , 
퍼스트커피랩 대전유성점,카페라떼,5000, , , , 
퍼스트커피랩 대전유성점,바닐라라떼,5500, , , , 
퍼스트커피랩 대전유성점,스페니쉬라떼,5500, , , , 
테판정,철판오마카세,150000, , , , 
1975서문국시 본점,잔치국수,6000, , , , 
1975서문국시 본점,비빔야채납작만두,9000, , , , 
1975서문국시 본점,냉잔치국수,7000, , , , 
1975서문국시 본점,유부국수,8000, , , , 
1975서문국시 본점,비빔국수,8500, , , , 
1975서문국시 본점,납작비빔국수,11000, , , , 
복촌,생삼겹,11000, , , , 
복촌,목살,11000, , , , 
복촌,항정살,12000, , , , 
복촌,갈매기살,12000, , , , 
복촌,갈비살,15000, , , , 
복촌,김치삼겹살,11000, , , , 
수제빵연구소 유성지점,아메리카노,2900, , , , 
수제빵연구소 유성지점,캐모마일,1900, , , , 
수제빵연구소 유성지점,얼그레이,1900, , , , 
수제빵연구소 유성지점,페퍼민트,1900, , , , 
수제빵연구소 유성지점,하비스커스,1900, , , , 
수제빵연구소 유성지점,사과주스,3900, , , , 
본죽&비빔밥cafe 대전도안신도시점,곤드레비빔밥,10000, , , , 
본죽&비빔밥cafe 대전도안신도시점,낙지김치죽,11000, , , , 
본죽&비빔밥cafe 대전도안신도시점,녹두죽,9000, , , , 
본죽&비빔밥cafe 대전도안신도시점,단호박죽,10500, , , , 
본죽&비빔밥cafe 대전도안신도시점,동지팥죽,10000, , , , 
본죽&비빔밥cafe 대전도안신도시점,매콤낙지비빔밥,12000, , , , 
한빛맥주,순살가라아게 & 소떡소떡,18000, , , , 
한빛맥주,순살 플레이트,26000, , , , 
한빛맥주,윙봉 플레이트,28000, , , , 
한빛맥주,옛날통닭 & 닭똥집 플레이트,26000, , , , 
한빛맥주,돈까스 플레이트,17000, , , , 
한빛맥주,닭똥집 & 마늘튀김,17000, , , , 
쩜오포차,광어 (소),10000, , , , 
쩜오포차,우럭 (소),10000, , , , 
쩜오포차,도미,35000, , , , 
쩜오포차,농어,35000, , , , 
쩜오포차,활어물회,15000, , , , 
탐라돌구이,한우채끝(150g),30000, , , , 
탐라돌구이,한우(150g),35000, , , , 
탐라돌구이,생삼겹(150g),15000, , , , 
탐라돌구이,목살(150g),15000, , , , 
탐라돌구이,가브리살(150g),16000, , , , 
탐라돌구이,항정살(150g),16000, , , , 
봉명만두칼국수,해물 만두국 (2인이상),8000, , , , 
봉명만두칼국수,해물 칼국수 (2인이상),7000, , , , 
봉명만두칼국수,김치만두,5000, , , , 
봉명만두칼국수,고기만두,5000, , , , 
봉명만두칼국수,김치+고기만두,5000, , , , 
하이또,오뎅모리,13900, , , , 
하이또,규스지폰즈,12900, , , , 
하이또,타르타르치킨난반,13900, , , , 
하이또,연두부타코와사비,9900, , , , 
하이또,고로상나폴리탄,12900, , , , 
하이또,점보닭다리꼬오치(2조각),9900, , , , 
진로집호프,김치수제비,9500, , , , 
진로집호프,맑은수제비,9500, , , , 
진로집호프,얼큰수제비,9500, , , , 
진로집호프,홍합탕,14500, , , , 
진로집호프,진로파닭,14000, , , , 
진로집호프,닭꼬치 (3개이상),3500, , , , 
BHC치킨 유성온천점,더블팝 순살 양념,23500, , , , 
BHC치킨 유성온천점,HOT 후라이드 콤보,23000, , , , 
BHC치킨 유성온천점,뿌링클 콤보,23000, , , , 
BHC치킨 유성온천점,골드킹 콤보,23000, , , , 
BHC치킨 유성온천점,맛초킹 콤보,23000, , , , 
BHC치킨 유성온천점,마법클,22000, , , , 
유성동태탕,동태탕,8000, , , , 
유성동태탕,두부김치,15000, , , , 
유성동태탕,김치찜(1인),8000, , , , 
일이공숯불닭갈비,자연산같은 횡성더덕구이,12000, , , , 
일이공숯불닭갈비,살얼음초계물막국수,6000, , , , 
일이공숯불닭갈비,계란덮은 짜파게티,4000, , , , 
일이공숯불닭갈비,얼큰시원 해물라면,4000, , , , 
일이공숯불닭갈비,날치톡톡 볶음밥,4000, , , , 
일이공숯불닭갈비,얼큰구수 된장찌개,4000, , , , 
연남 봉명점,연남샤브전골,26000, , , , 
연남 봉명점,육사시미,26000, , , , 
연남 봉명점,한우타다끼,26000, , , , 
연남 봉명점,매콤크림파스타,18000, , , , 
연남 봉명점,감바스,19000, , , , 
연남 봉명점,네기도로마끼,25000, , , , 
도어이스케이프 대전유성NC백화점,나는 아직도 배고프G,12000, , , , 
도어이스케이프 대전유성NC백화점,도어항공 41C,17000, , , , 
도어이스케이프 대전유성NC백화점,서커스:THE CLEANING MAN,22000, , , , 
도어이스케이프 대전유성NC백화점,산타의 민족,22000, , , , 
도어이스케이프 대전유성NC백화점,GOOD NIGHT,22000, , , , 
도어이스케이프 대전유성NC백화점,WOULD YOU FIND ME?,22000, , , , 
청담동말자싸롱 유성온천점,호감치,18000, , , , 
청담동말자싸롱 유성온천점,오감치,21500, , , , 
청담동말자싸롱 유성온천점,볼치맥,13000, , , , 
청담동말자싸롱 유성온천점,치떡맥,18000, , , , 
청담동말자싸롱 유성온천점,감치맥,12500, , , , 
청담동말자싸롱 유성온천점,떡튀맥,15000, , , , 
홍명상회 유성봉명점,뭉티기(육사시미) (중),48000, , , , 
홍명상회 유성봉명점,숙성 광어회 (중),39000, , , , 
홍명상회 유성봉명점,생 연어회 (중),39000, , , , 
홍명상회 유성봉명점,간장 새우장 (10ps),25000, , , , 
홍명상회 유성봉명점,영천식 한우육회 (2인),37000, , , , 
홍명상회 유성봉명점,아부리 한우육회 (2인),37000, , , , 
읍천리382 유성온천점,읍천리커피,4500, , , , 
읍천리382 유성온천점,아메리카노,3500, , , , 
읍천리382 유성온천점,카페라떼,4000, , , , 
읍천리382 유성온천점,헤이즐넛,4300, , , , 
읍천리382 유성온천점,바닐라라떼,4800, , , , 
읍천리382 유성온천점,카라멜마끼아또,4800, , , , 
노랑통닭 대전봉명점,열불 품은 3종 치킨(오리지널),23000, , , , 
노랑통닭 대전봉명점,열불라조 치킨(오리지널),22000, , , , 
노랑통닭 대전봉명점,노랑 3종 치킨(오리지널),22000, , , , 
노랑통닭 대전봉명점,칼칼한 청양 치킨(오리지널),22000, , , , 
노랑통닭 대전봉명점,엄청 큰 후라이드 치킨(오리지널),19000, , , , 
노랑통닭 대전봉명점,바삭 누룽지 치킨(오리지널),21000, , , , 
BBQ 대전유성점,땡초숯불양념치킨,25000, , , , 
BBQ 대전유성점,한입등갈비튀김,25000, , , , 
BBQ 대전유성점,핫베이크 윙,24000, , , , 
BBQ 대전유성점,핫베이크 닭다리,26000, , , , 
BBQ 대전유성점,바사칸 윙,23000, , , , 
BBQ 대전유성점,황금올리브치킨™,23000, , , , 
글맆,아메리카노,5200, , , , 
글맆,카페라떼,5600, , , , 
글맆,바닐라라떼,5600, , , , 
글맆,플렛화이트,5800, , , , 
글맆,아인슈페너,6000, , , , 
글맆,청포도에이드,6200, , , , 
최가네명태조림 봉명점,매콤명태조림 (소),29000, , , , 
최가네명태조림 봉명점,생선구이 (소),28000, , , , 
디저트39 대전봉명점,아메리카노,2900, , , , 
디저트39 대전봉명점,딸기라떼,6100, , , , 
디저트39 대전봉명점,커스터드 크로칸슈,4900, , , , 
다온칼국수,바지락칼국수,6000, , , , 
다온칼국수,얼큰이칼국수,6000, , , , 
다온칼국수,굴얼큰이칼국수,7000, , , , 
다온칼국수,매생이굴칼국수,7000, , , , 
다온칼국수,수육 (소),15000, , , , 
디저트39 충남대점,아메리카노,2900, , , , 
디저트39 충남대점,카페라떼,4200, , , , 
디저트39 충남대점,바닐라라떼,4600, , , , 
디저트39 충남대점,돌체라떼,4600, , , , 
디저트39 충남대점,카라멜 마끼아또,4600, , , , 
디저트39 충남대점,아인슈페너 라떼,6100, , , , 
활어보이,줄돔 + 감성돔 (1kg),60000, , , , 
활어보이,줄돔 (1kg),72000, , , , 
활어보이,감성돔 (1kg),51000, , , , 
활어보이,대방어 (중),58000, , , , 
활어보이,광어 (1kg),43000, , , , 
활어보이,우럭 (1kg),42000, , , , 
안주가 봉명점,쭈꾸미볶음,0, , , , 
안주가 봉명점,항정숙회,0, , , , 
안주가 봉명점,트러플감자채전,0, , , , 
똘비족발 봉명점,왕족발(중),27000, , , , 
똘비족발 봉명점,미니족발(중),15000, , , , 
똘비족발 봉명점,봉평 메밀쟁반국수,12000, , , , 
똘비족발 봉명점,칼국수,6000, , , , 
똘비족발 봉명점,콩국수,7000, , , , 
형제축산정육식당 봉명점,육회,22000, , , , 
형제축산정육식당 봉명점,물냉면/비빔냉면,5000, , , , 
형제축산정육식당 봉명점,소면,5000, , , , 
한솥도시락 대전유성봉명점,매화,10500, , , , 
한솥도시락 대전유성봉명점,진달래,8000, , , , 
한솥도시락 대전유성봉명점,개나리,8700, , , , 
한솥도시락 대전유성봉명점,새치고기고기,7100, , , , 
한솥도시락 대전유성봉명점,돈치고기고기,6100, , , , 
한솥도시락 대전유성봉명점,숯불직화구이,6800, , , , 
카페와도,아메리카노,3500, , , , 
카페와도,카페라떼,4000, , , , 
카페와도,콜드브루,4500, , , , 
카페와도,콜드브루라떼,5000, , , , 
카페와도,바닐라라떼,4500, , , , 
카페와도,카라벨마비아또,4500, , , , 
우리아빠닭강정 봉명점,프리미엄 순살 닭강정 (큰박스),25900, , , , 
우리아빠닭강정 봉명점,오리지널 순살 닭강정 (큰박스),23900, , , , 
우리아빠닭강정 봉명점,텐더로만 순살 닭강정 (큰박스),21900, , , , 
맛잡이슈퍼 대전봉명점,또띠아 햄 치즈말이,6800, , , , 
맛잡이슈퍼 대전봉명점,두부김치,9800, , , , 
맛잡이슈퍼 대전봉명점,제육볶음,9800, , , , 
맛잡이슈퍼 대전봉명점,먹태바삭이,12800, , , , 
맛잡이슈퍼 대전봉명점,돼지짜글이찌개,14800, , , , 
만년미역,멍게 비빔밥,13000, , , , 
만년미역,가자미 미역국,12000, , , , 
만년미역,조개 미역국,11000, , , , 
만년미역,황태 미역국,13000, , , , 
만년미역,소고기 미역국,14000, , , , 
만년미역,성게 미역국,18000, , , , 
심도,들기름젓갈파스타,12000, , , , 
심도,화이트라구떡볶이,12800, , , , 
심도,비프타르타르,16000, , , , 
심도,고추장육회김밥,13800, , , , 
심도,소고기무침,13800, , , , 
심도,스파이시크림수제비,13800, , , , 
명랑생맥주,(뼈)후라이드치킨,15000, , , , 
명랑생맥주,(뼈)양념치킨,16000, , , , 
명랑생맥주,(뼈)간장치킨,16000, , , , 
명랑생맥주,(뼈)파닭치킨,16000, , , , 
명랑생맥주,(순살)후라이드치킨,14000, , , , 
명랑생맥주,(순살)양념치킨,15000, , , , 
홍루이젠 대전봉명점,햄치즈샌드위치,2600, , , , 
홍루이젠 대전봉명점,오리지널햄샌드위치,2500, , , , 
홍루이젠 대전봉명점,치즈샌드위치,2400, , , , 
홍루이젠 대전봉명점,갓군샌트리플치즈,3800, , , , 
홍루이젠 대전봉명점,갓군샌갈릭버터,3800, , , , 
홍루이젠 대전봉명점,에그포테이토샌드위치,3200, , , , 
온천한우,한우등심모듬,0, , , , 
온천한우,한우육회,0, , , , 
뉴모어,아메리카노,4000, , , , 
뉴모어,카페라떼,4500, , , , 
뉴모어,바닐라라떼,5000, , , , 
뉴모어,바닐라말차샷,5500, , , , 
뉴모어,뉴라떼(아몬드크림라떼),6000, , , , 
뉴모어,모어라떼(엑설런트아이스크림라떼),6000, , , , 
엠쓰리,행사양주,99000, , , , 
엠쓰리,위스키,100000, , , , 
엠쓰리,기타 주류,150000, , , , 
엠쓰리,M3 플레터,15000, , , , 
엠쓰리,과일치즈와 크래커,8000, , , , 
엠쓰리,햄치즈,8000, , , , 
쉼어묵그리고한잔술,세트메뉴,44000, , , , 
프랭크버거 대전유성온천역점,쉬림프 버거(R),5000, , , , 
프랭크버거 대전유성온천역점,JG버거(R),8900, , , , 
프랭크버거 대전유성온천역점,프랭크 버거(R),4600, , , , 
프랭크버거 대전유성온천역점,치즈버거(R),5500, , , , 
프랭크버거 대전유성온천역점,베이컨 치즈버거(R),6900, , , , 
프랭크버거 대전유성온천역점,프렌치 프라이,2000, , , , 
라쿠엔,디너코스 시그니처,88000, , , , 
라쿠엔,디너코스 스페셜,118000, , , , 
만나명태명가,매콤명태조림(소),25000, , , , 
만나명태명가,모듬생선구이(중),25000, , , , 
만나명태명가,속초참골뱅이숙회(중),25000, , , , 
만나명태명가,얼큰가오리찜(중),35000, , , , 
만나명태명가,가오리탕(중),35000, , , , 
술다운술집,우삼겹 버섯전골,19900, , , , 
술다운술집,갈비찜,25900, , , , 
술다운술집,묵은지 갈비찜,26900, , , , 
술다운술집,반반육회,21900, , , , 
술다운술집,곱도리탕,23900, , , , 
술다운술집,나가사끼 짬뽕탕,19900, , , , 
육회왕자연어공주,육회(180g),13900, , , , 
육회왕자연어공주,고추장육회(180g),14900, , , , 
육회왕자연어공주,불총육회(180g),14900, , , , 
육회왕자연어공주,한우육사시미(200g),28000, , , , 
육회왕자연어공주,생연어회,25900, , , , 
육회왕자연어공주,연어샐러드,14900, , , , 
어썸포케앤샐러드 대전유성봉명점,부채살포케,13400, , , , 
어썸포케앤샐러드 대전유성봉명점,연어포케,13400, , , , 
어썸포케앤샐러드 대전유성봉명점,우삼겹포케,12400, , , , 
어썸포케앤샐러드 대전유성봉명점,오리훈제포케,11800, , , , 
어썸포케앤샐러드 대전유성봉명점,닭가슴살포케,10800, , , , 
어썸포케앤샐러드 대전유성봉명점,닭다리살포케,10800, , , , 
데이앤나잇,커피,4000, , , , 
데이앤나잇,샐러드파스타,9800, , , , 
데이앤나잇,치킨,데이샐러드,15800, , , , 
데이앤나잇,리코타치즈샐러드,11800, , , , 
데이앤나잇,할라피뇨파니니,8800, , , , 
데이앤나잇,헛치킨파니니,8800, , , , 
칼 누들바 대전봉명점,콩주칼국수,8000, , , , 
칼 누들바 대전봉명점,얼큰순두부 칼국수,15000, , , , 
칼 누들바 대전봉명점,오징어 두부 두루치기,19000, , , , 
칼 누들바 대전봉명점,왕돈까스,12000, , , , 
칼 누들바 대전봉명점,파돈까스,13000, , , , 
칼 누들바 대전봉명점,칼쫄면,9000, , , , 
안철민문어대장,피문어 통찜(6인),78000, , , , 
안철민문어대장,피문어 통찜(4인),60000, , , , 
안철민문어대장,반마리 피문어 통찜(3인),50000, , , , 
안철민문어대장,꽃새우회(대),70000, , , , 
안철민문어대장,도하새우회(중),55000, , , , 
백제식당,청국장,8000, , , , 
백제식당,참치김치찌개,8000, , , , 
백제식당,부대찌개,18000, , , , 
백제식당,된장찌개,8000, , , , 
백제식당,짜글이찌개,18000, , , , 
백제식당,동태찌개,18000, , , , 
공차 대전도안점,블랙밀크티+펄(L),4700, , , , 
공차 대전도안점,망고 요구르트 + 화이트펄(L),5200, , , , 
공차 대전도안점,우롱티 + 코코넛 + 밀크폼(L),4700, , , , 
공차 대전도안점,초콜렛 밀크티 + 밀크폼(L),4700, , , , 
공차 대전도안점,딸기 쿠키 스무디 + 펄(L),5900, , , , 
공차 대전도안점,블랙 밀크티(L),4500, , , , 
심청아배고파 충대봉명점,대패삼겹살(100g),3300, , , , 
심청아배고파 충대봉명점,생삼겹살(150g),10000, , , , 
심청아배고파 충대봉명점,웰빙목살(150g),10000, , , , 
심청아배고파 충대봉명점,항정살(150g),12000, , , , 
심청아배고파 충대봉명점,우삼겹(100g),3500, , , , 
미도인 대전NC유성점,가정식 부챗살 스테이크,14800, , , , 
미도인 대전NC유성점,미도인 스테이크 덮밥,10500, , , , 
미도인 대전NC유성점,트리플 스테이크,15800, , , , 
미도인 대전NC유성점,대창 덮밥,12500, , , , 
미도인 대전NC유성점,400 스테이크 덮밥 (하루 7그릇 한정),15200, , , , 
미도인 대전NC유성점,가정식 스테이크 구첩 반상(한정메뉴),15900, , , , 
와쇼쿠미담,미담 스키야키,29000, , , , 
와쇼쿠미담,맑은 백생합 나베,29000, , , , 
와쇼쿠미담,제철 조개술찜 파스타,29000, , , , 
와쇼쿠미담,매운 아롱사태 스지 나베,35000, , , , 
와쇼쿠미담,스지 오뎅나베,30000, , , , 
와쇼쿠미담,눈꽃 이베리코 카이센 카레 나베,30000, , , , 
BHC치킨 대전상대점,더블팝 순살 양념,23500, , , , 
BHC치킨 대전상대점,HOT 후라이드 콤보,23000, , , , 
BHC치킨 대전상대점,뿌링클 콤보,23000, , , , 
BHC치킨 대전상대점,골드킹 콤보,23000, , , , 
BHC치킨 대전상대점,맛초킹 콤보,23000, , , , 
BHC치킨 대전상대점,마법클,22000, , , , 
닭장수후라이드 봉명점,후라이드똥집,12000, , , , 
닭장수후라이드 봉명점,후라이드닭발,14000, , , , 
닭장수후라이드 봉명점,후라이드목살,17000, , , , 
닭장수후라이드 봉명점,국물닭발,18000, , , , 
닭장수후라이드 봉명점,시그니처치킨,12000, , , , 
닭장수후라이드 봉명점,반반치킨,15000, , , , 
돼지굽는집,돼굽 모듬(500g),40000, , , , 
돼지굽는집,숙성 생 삼겹살(180g),14000, , , , 
돼지굽는집,숙성 생 특목살(180g),14000, , , , 
돼지굽는집,갈매기살(150g),14000, , , , 
돼지굽는집,덜미살(180g),14000, , , , 
돼지굽는집,껍데기(120g),8000, , , , 
1987루프탑포차 유성점,큐브스테이크,20000, , , , 
1987루프탑포차 유성점,모듬소세지,15000, , , , 
1987루프탑포차 유성점,감바스,16000, , , , 
1987루프탑포차 유성점,닭발,13000, , , , 
1987루프탑포차 유성점,까르보나라 치킨,18000, , , , 
명이네밥상,닭도리탕,35000, , , , 
명이네밥상,흑돼지 삼겹살(1인분),15000, , , , 
명이네밥상,오리주물럭(1마리),45000, , , , 
명이네밥상,곱창전골(중),30000, , , , 
명이네밥상,김치찌개,9000, , , , 
명이네밥상,된장찌개,8000, , , , 
홈마트24 (마리텔 유성점),기타,9000, , , , 
센세이라멘 유성점,센세이 시그니처 라멘 (보통맛/매운맛),12000, , , , 
센세이라멘 유성점,돈코츠라멘,8500, , , , 
센세이라멘 유성점,카라쿠치,9500, , , , 
센세이라멘 유성점,우삼겹돈코츠라멘,10500, , , , 
센세이라멘 유성점,마라돈코츠라멘,9500, , , , 
센세이라멘 유성점,쇼유라멘,9000, , , , 
88옥상포차 봉명점,88물뱅이,20000, , , , 
88옥상포차 봉명점,대패삼겹한판,22000, , , , 
88옥상포차 봉명점,88곱도리탕,23000, , , , 
88옥상포차 봉명점,88석쇠파불고기,21000, , , , 
88옥상포차 봉명점,순살매콤양념치킨,20000, , , , 
바다콜라겐,물총탕 + 해물찜 (소),45000, , , , 
바다콜라겐,물총탕 + 아귀찜 (소),39000, , , , 
바다콜라겐,해물찜 (소),38000, , , , 
바다콜라겐,모듬튀김,25000, , , , 
바다콜라겐,물총탕,15000, , , , 
바다콜라겐,오징어볶음,28000, , , , 
재하우스,스페셜계절과일,25000, , , , 
재하우스,케이준치킨샐러드,20000, , , , 
재하우스,크리스피순살치킨,18000, , , , 
재하우스,마르게리타피자,16000, , , , 
재하우스,고르곤졸라피자,16000, , , , 
재하우스,불고기피자,16000, , , , 
깡대패,깡대패,5900, , , , 
깡대패,생삼겹 대패,15000, , , , 
깡대패,목살대패,7900, , , , 
깡대패,오리대패,8900, , , , 
깡대패,우삼겹대패,6900, , , , 
깡대패,육즙삼겹살,15000, , , , 
인생마지막포차,소주,5000, , , , 
인생마지막포차,맥주,5000, , , , 
인생마지막포차,전복볶음,18900, , , , 
인생마지막포차,제육볶음,13900, , , , 
인생마지막포차,오징어볶음,13900, , , , 
인생마지막포차,오.제 볶음,17900, , , , 
엄마손퓨전식당,삼겹살(180g),11000, , , , 
엄마손퓨전식당,가브리살(180g),11000, , , , 
엄마손퓨전식당,조기찌개(대),35000, , , , 
엄마손퓨전식당,버섯찌개(대),35000, , , , 
엄마손퓨전식당,대하찌개(대),35000, , , , 
